record_id,source_name,source_type,title,text,author,url,posted_at,engagement_score,comments_count,tags,content_hash,collected_at,quality_status
3587863,dev_to,developer_article,Forking Paseo: Mobile vibe coding for me,"TLDR - I wanted to upgrade my coding-from-my-phone workflow. I found Paseo, forked it, and used AI...",thisisryanswift,https://dev.to/thisisryanswift/forking-paseo-mobile-vibe-coding-for-me-48pa,2026-04-29,49,7,"ai, agents, vibecoding, opensource",dev_to|Forking Paseo: Mobile vibe coding for me|https://dev.to/thisisryanswift/forking-paseo-mobile-vibe-coding-for-me-48pa,2026-05-28,complete
3750708,dev_to,developer_article,Why does AI forget what you said (and how to fix it),I received following comment on my hallucinations blog post.                       Comment on Why...,rohini_gaonkar,https://dev.to/aws/why-does-ai-forget-what-you-said-and-how-to-fix-it-52f6,2026-05-25,98,47,"ai, beginners, aws, tutorial",dev_to|Why does AI forget what you said (and how to fix it)|https://dev.to/aws/why-does-ai-forget-what-you-said-and-how-to-fix-it-52f6,2026-05-28,complete
3716518,dev_to,developer_article,I Used to Get Excited About New Tools Now I Feel Tired.,A new AI model dropped last week.  Twitter exploded LinkedIn was a wall of hot takes My feed filled...,harsh2644,https://dev.to/harsh2644/i-used-to-get-excited-about-new-tools-now-i-feel-tired-1e18,2026-05-21,142,68,"ai, mentalhealth, programming, career",dev_to|I Used to Get Excited About New Tools Now I Feel Tired.|https://dev.to/harsh2644/i-used-to-get-excited-about-new-tools-now-i-feel-tired-1e18,2026-05-28,complete
3597101,dev_to,developer_article,Deploying a Multi-Agent System with Terraform and Cloud Run,"In support of our mission to accelerate the developer journey on Google Cloud, we built Dev Signal: a...",shirmeirlador,https://dev.to/googleai/deploying-a-multi-agent-system-with-terraform-and-cloud-run-2a9c,2026-05-07,39,7,"googlecloud, terraform, ai, agents",dev_to|Deploying a Multi-Agent System with Terraform and Cloud Run|https://dev.to/googleai/deploying-a-multi-agent-system-with-terraform-and-cloud-run-2a9c,2026-05-28,complete
3593792,dev_to,developer_article,I Rebuilt Karpathy's NanoChat in JAX. Here's What XLA Gets Right and What It Gets Dead Wrong.,AI GDE TPU Sprint 2026 · Google TPU Research Cloud     Quick summary: We ported Andrej Karpathy's...,ainaomotayo,https://dev.to/gde/i-rebuilt-karpathys-nanochat-in-jax-heres-what-xla-gets-right-and-what-it-gets-dead-wrong-4641,2026-05-01,27,5,"machinelearning, python, ai, deeplearning",dev_to|I Rebuilt Karpathy's NanoChat in JAX. Here's What XLA Gets Right and What It Gets Dead Wrong.|https://dev.to/gde/i-rebuilt-karpathys-nanochat-in-jax-heres-what-xla-gets-right-and-what-it-gets-dead-wrong-4641,2026-05-28,complete
3586685,dev_to,developer_article,Why I'm Building SaaS in 2026,In-house AI agents are seductive but fragile. Here's the case for using agents to explore and concrete workflows to ship,arunkant,https://dev.to/arunkant/why-im-building-saas-in-2026-55hn,2026-04-29,76,28,"saas, ai, agents, workflows",dev_to|Why I'm Building SaaS in 2026|https://dev.to/arunkant/why-im-building-saas-in-2026-55hn,2026-05-28,complete
3610125,dev_to,developer_article,VR Coding for the AI Coding Era - Monitoring 5 AI Agents at Once,"TL;DR     AI coding creates dead time. While one agent is thinking, building, or testing,...",samchon,https://dev.to/samchon/vr-coding-for-the-ai-coding-era-watching-5-ai-agents-at-once-53gj,2026-05-04,48,7,"ai, vr, productivity, programming",dev_to|VR Coding for the AI Coding Era - Monitoring 5 AI Agents at Once|https://dev.to/samchon/vr-coding-for-the-ai-coding-era-watching-5-ai-agents-at-once-53gj,2026-05-28,complete
3643673,dev_to,developer_article,Old PC vs New AI: Can a 2015 Desktop Actually Run Gemma 4? (2B vs 4B Benchmark),This is a submission for the Gemma 4 Challenge: Write About Gemma 4  Running modern AI models locally...,gramli,https://dev.to/gramli/old-pc-vs-new-ai-can-a-2015-desktop-actually-run-gemma-4-2b-vs-4b-benchmark-2eg6,2026-05-14,64,29,"devchallenge, gemmachallenge, gemma, ai",dev_to|Old PC vs New AI: Can a 2015 Desktop Actually Run Gemma 4? (2B vs 4B Benchmark)|https://dev.to/gramli/old-pc-vs-new-ai-can-a-2015-desktop-actually-run-gemma-4-2b-vs-4b-benchmark-2eg6,2026-05-28,complete
3768723,dev_to,developer_article,AI Agents Are Great at 80% of Our Code. The Other 20% Is Why We Still Need Seniors.,We let AI agents loose on a payment platform. They crushed the boring stuff. Then they silently broke...,mickyarun,https://dev.to/mickyarun/ai-agents-are-great-at-80-of-our-code-the-other-20-is-why-we-still-need-seniors-3lh5,2026-05-28,14,3,"ai, discuss, webdev, startup",dev_to|AI Agents Are Great at 80% of Our Code. The Other 20% Is Why We Still Need Seniors.|https://dev.to/mickyarun/ai-agents-are-great-at-80-of-our-code-the-other-20-is-why-we-still-need-seniors-3lh5,2026-05-28,complete
3657907,dev_to,developer_article,Hacking perfectly square AI videos with Veo 3.1 and NanoBanana 2,"If you’ve been playing around with AI video generation lately, you already know the struggle: the...",dynamicwebpaige,https://dev.to/googleai/hacking-perfectly-square-ai-videos-with-veo-31-and-nanobanana-2-5cpn,2026-05-12,36,5,"python, ai, videogen, webdev",dev_to|Hacking perfectly square AI videos with Veo 3.1 and NanoBanana 2|https://dev.to/googleai/hacking-perfectly-square-ai-videos-with-veo-31-and-nanobanana-2-5cpn,2026-05-28,complete
3604041,dev_to,developer_article,Migrating from Astro 5 to Astro 6: A Real-World Breakdown 📖,I have been meaning to upgrade my personal site to Astro 6 for a while. The release notes sat in my...,harshil1712,https://dev.to/harshil1712/migrating-from-astro-5-to-astro-6-a-real-world-breakdown-2d0c,2026-05-03,41,1,"ai, devjournal, javascript, webdev",dev_to|Migrating from Astro 5 to Astro 6: A Real-World Breakdown 📖|https://dev.to/harshil1712/migrating-from-astro-5-to-astro-6-a-real-world-breakdown-2d0c,2026-05-28,complete
3533863,dev_to,developer_article,The 4 Cognitive Archetypes of Developers Using AI,"Lately, I’ve been reflecting on something:  The question for most developers is no longer ""Are you...",javz,https://dev.to/javz/the-4-cognitive-archetypes-of-developers-using-ai-382n,2026-05-04,172,63,"ai, productivity, learning, softwareengineering",dev_to|The 4 Cognitive Archetypes of Developers Using AI|https://dev.to/javz/the-4-cognitive-archetypes-of-developers-using-ai-382n,2026-05-28,complete
3663201,dev_to,developer_article,How to Save Bloated MCP with Code Mode,Is MCP Dead Because of Agent Skills?   It sometimes feels like AI is not just disrupting the...,jiasheng,https://dev.to/zenstack/how-to-save-bloated-mcp-with-code-mode-33e3,2026-05-13,101,28,"ai, webdev, agents, database",dev_to|How to Save Bloated MCP with Code Mode|https://dev.to/zenstack/how-to-save-bloated-mcp-with-code-mode-33e3,2026-05-28,complete
3677735,dev_to,developer_article,"Building ""Sweets Vault"" - a multimodal Gemini Agent with physical hardware integration",Motivating seven-year-olds to complete their daily reading and handwriting practice is a classic...,rsamborski,https://dev.to/googleai/building-sweets-vault-a-multimodal-gemini-agent-with-physical-hardware-integration-1nmh,2026-05-15,44,14,"ai, gemini, agents","dev_to|Building ""Sweets Vault"" - a multimodal Gemini Agent with physical hardware integration|https://dev.to/googleai/building-sweets-vault-a-multimodal-gemini-agent-with-physical-hardware-integration-1nmh",2026-05-28,complete
3625907,dev_to,developer_article,The Local Model That Doesn't Sleep: Gemma 4 + MTP as a Marathon Engine,This is a submission for the Gemma 4 Challenge: Write About Gemma 4  I set the agent running just...,ertugrul_demir,https://dev.to/gde/the-local-model-that-doesnt-sleep-gemma-4-mtp-as-a-marathon-engine-4c9,2026-05-08,31,9,"ai, gemma, devchallenge, gemmachallenge",dev_to|The Local Model That Doesn't Sleep: Gemma 4 + MTP as a Marathon Engine|https://dev.to/gde/the-local-model-that-doesnt-sleep-gemma-4-mtp-as-a-marathon-engine-4c9,2026-05-28,complete
3601343,dev_to,developer_article,AI Isn't Stupid. Your Setup Is. 🛠️,"The bare-minimum AI coding workflow—pick the right model, plan first, write AGENTS.md for agents not humans, and cross-check across LLMs before you blame the tool.",anchildress1,https://dev.to/anchildress1/ai-isnt-stupid-your-setup-is-16cn,2026-05-02,223,80,"ai, agents, productivity, tutorial",dev_to|AI Isn't Stupid. Your Setup Is. 🛠️|https://dev.to/anchildress1/ai-isnt-stupid-your-setup-is-16cn,2026-05-28,complete
3718062,dev_to,developer_article,Frameworks Are No Longer Being Designed Only for Humans,This is a submission for the Google I/O Writing Challenge   TL;DR After watching the Google I/O 2026...,hemapriya_kanagala,https://dev.to/hemapriya_kanagala/frameworks-are-no-longer-being-designed-only-for-humans-13de,2026-05-21,75,35,"devchallenge, googleiochallenge, ai, discuss",dev_to|Frameworks Are No Longer Being Designed Only for Humans|https://dev.to/hemapriya_kanagala/frameworks-are-no-longer-being-designed-only-for-humans-13de,2026-05-28,complete
3586991,dev_to,developer_article,Everyone's Talking About Gemini. The Real Story at Google Cloud NEXT '26 Was GKE Agent Sandbox.,Google Cloud NEXT '26 had one clear headline: the Gemini Enterprise Agent Platform. A full-stack...,sreejit_,https://dev.to/sreejit_/everyones-talking-about-gemini-the-real-story-at-google-cloud-next-26-was-gke-agent-sandbox-19g2,2026-04-29,48,6,"cloudnextchallenge, googlecloud, ai, devchallenge",dev_to|Everyone's Talking About Gemini. The Real Story at Google Cloud NEXT '26 Was GKE Agent Sandbox.|https://dev.to/sreejit_/everyones-talking-about-gemini-the-real-story-at-google-cloud-next-26-was-gke-agent-sandbox-19g2,2026-05-28,complete
3622503,dev_to,developer_article,Vibe Coding Lessons Nobody Talks About,"I love vibe coding and whenever I get bored, I vibe-code some websites for myself or for Dev...",konark_13,https://dev.to/konark_13/vibe-coding-lessons-nobody-talks-about-44k9,2026-05-06,54,17,"ai, vibecoding, lesson, learning",dev_to|Vibe Coding Lessons Nobody Talks About|https://dev.to/konark_13/vibe-coding-lessons-nobody-talks-about-44k9,2026-05-28,complete
3679105,dev_to,developer_article,The Last Developer Museum: From Stack Overflow to AI,Welcome to the Museum of Software Development.  Please keep your hands away from the exhibits.  Some...,hemapriya_kanagala,https://dev.to/hemapriya_kanagala/the-last-developer-museum-from-stack-overflow-to-ai-2lm2,2026-05-15,57,27,"discuss, programming, career, ai",dev_to|The Last Developer Museum: From Stack Overflow to AI|https://dev.to/hemapriya_kanagala/the-last-developer-museum-from-stack-overflow-to-ai-2lm2,2026-05-28,complete
3677581,dev_to,developer_article,You don't 3D print a house. You print your tools.,"Vibe coding is to engineering what 3D printing is to making, and that's exactly why it...",aletheia,https://dev.to/aws-heroes/you-dont-3d-print-a-house-you-print-your-tools-2h00,2026-05-15,29,6,"ai, vibecoding",dev_to|You don't 3D print a house. You print your tools.|https://dev.to/aws-heroes/you-dont-3d-print-a-house-you-print-your-tools-2h00,2026-05-28,complete
3622795,dev_to,developer_article,Designing a team of agents,I continue to experiment with AI in the context of software engineering. I'm fortunate that my team...,nfrankel,https://dev.to/nfrankel/designing-a-team-of-agents-j1b,2026-05-07,52,23,"agents, agentskills, ai",dev_to|Designing a team of agents|https://dev.to/nfrankel/designing-a-team-of-agents-j1b,2026-05-28,complete
3718736,dev_to,developer_article,Building a Database Performance Testing Tool With AI: The Honest Breakdown,It still feels a little strange to have AI writing practically all the code — but I decided to give...,m4rri4nne,https://dev.to/m4rri4nne/building-a-database-performance-testing-tool-with-ai-the-honest-breakdown-3c0c,2026-05-21,82,9,"ai, testing, database, performance",dev_to|Building a Database Performance Testing Tool With AI: The Honest Breakdown|https://dev.to/m4rri4nne/building-a-database-performance-testing-tool-with-ai-the-honest-breakdown-3c0c,2026-05-28,complete
3693795,dev_to,developer_article,"Rediscovering Domain-Driven Design, one MCP server at a time",Developers are reinventing Bounded Contexts and Anti-Corruption Layers for MCP servers without knowing it. The patterns already exist - and they've been battle-tested for 20 years.,dennistraub,https://dev.to/aws/rediscovering-domain-driven-design-one-mcp-server-at-a-time-1i79,2026-05-18,133,55,"ai, architecture, mcp, systemdesign","dev_to|Rediscovering Domain-Driven Design, one MCP server at a time|https://dev.to/aws/rediscovering-domain-driven-design-one-mcp-server-at-a-time-1i79",2026-05-28,complete
3664687,dev_to,developer_article,Lambda Just Got a File System. I Put AI Agents on It.,"You've written this code before. An S3 event fires, your Lambda function wakes up, and the first...",edjgeek,https://dev.to/aws/lambda-just-got-a-file-system-i-put-ai-agents-on-it-1ej8,2026-05-13,57,18,"serverless, aws, lambda, ai",dev_to|Lambda Just Got a File System. I Put AI Agents on It.|https://dev.to/aws/lambda-just-got-a-file-system-i-put-ai-agents-on-it-1ej8,2026-05-28,complete
3726527,dev_to,developer_article,AI Agent Failure Modes Beyond Hallucination,"AI can make mistakes, models hallucinate, models make stuff up - those are well-known complaints. Yet...",maximsaplin,https://dev.to/maximsaplin/ai-agent-failure-modes-beyond-hallucination-208g,2026-05-22,51,19,"ai, agents, vibecoding, programming",dev_to|AI Agent Failure Modes Beyond Hallucination|https://dev.to/maximsaplin/ai-agent-failure-modes-beyond-hallucination-208g,2026-05-28,complete
3597792,dev_to,developer_article,The AI Harness: why your AI coding agent is only as smart as the repo you put it in,"Hi. I am an engineer at Activepieces, an open source automation platform (think Zapier, but you can...",louaiboumediene,https://dev.to/louaiboumediene/the-ai-harness-why-your-ai-coding-agent-is-only-as-smart-as-the-repo-you-put-it-in-cml,2026-05-02,48,16,"ai, productivity, agentskills, webdev",dev_to|The AI Harness: why your AI coding agent is only as smart as the repo you put it in|https://dev.to/louaiboumediene/the-ai-harness-why-your-ai-coding-agent-is-only-as-smart-as-the-repo-you-put-it-in-cml,2026-05-28,complete
3623932,dev_to,developer_article,I built a 200 line AI router in TypeScript. My monthly bill dropped 41%.,"I track my own AI spend across three projects. In March, the line item that grew fastest was not...",thegdsks,https://dev.to/thegdsks/i-built-a-200-line-ai-router-in-typescript-my-monthly-bill-dropped-41-23ok,2026-05-07,46,12,"typescript, ai, webdev, tutorial",dev_to|I built a 200 line AI router in TypeScript. My monthly bill dropped 41%.|https://dev.to/thegdsks/i-built-a-200-line-ai-router-in-typescript-my-monthly-bill-dropped-41-23ok,2026-05-28,complete
3605688,dev_to,developer_article,I Built a Mobile App in 3 Days. The Hard Part Was Keeping It Connected.,I have been building web apps for 12 years. In that time I never wrote a single line of mobile code....,juandastic,https://dev.to/juandastic/i-built-a-mobile-app-in-3-days-the-hard-part-was-keeping-it-connected-2fda,2026-05-04,66,17,"ai, mobile, showdev, sideprojects",dev_to|I Built a Mobile App in 3 Days. The Hard Part Was Keeping It Connected.|https://dev.to/juandastic/i-built-a-mobile-app-in-3-days-the-hard-part-was-keeping-it-connected-2fda,2026-05-28,complete
3591710,dev_to,developer_article,OpenAI Tells You What You Spent. Not Where. So I Built a Dashboard.,"OpenAI's billing page shows total spend. It doesn't show which feature, which tenant, or which conversation caused it. I built a 3-file monitoring system that does — and the first time I opened it, I caught a 100× cost gap between two features I'd been treating as similar.",alimafana,https://dev.to/alimafana/openai-tells-you-what-you-spent-not-where-so-i-built-a-dashboard-b6,2026-04-30,108,54,"ai, webdev, openai, monitoring",dev_to|OpenAI Tells You What You Spent. Not Where. So I Built a Dashboard.|https://dev.to/alimafana/openai-tells-you-what-you-spent-not-where-so-i-built-a-dashboard-b6,2026-05-28,complete
3752443,dev_to,developer_article,The Quiet AI War Inside Your Browser,"Google shipped the Prompt API in Chrome 148 on May 5, 2026. Mozilla objected. Apple's WebKit team...",obetomuniz,https://dev.to/obetomuniz/the-quiet-ai-war-inside-your-browser-22hd,2026-05-25,26,1,"ai, frontend, browser, webdev",dev_to|The Quiet AI War Inside Your Browser|https://dev.to/obetomuniz/the-quiet-ai-war-inside-your-browser-22hd,2026-05-28,complete
3726932,dev_to,developer_article,Your company won't replace you with good AI. They'll replace you with bad AI.,The CEO doesn't want an AI writing better code than you. They want an AI writing code for cheaper...,adioof,https://dev.to/adioof/your-company-wont-replace-you-with-good-ai-theyll-replace-you-with-bad-ai-5bpm,2026-05-22,21,5,"ai, career, discuss, programming",dev_to|Your company won't replace you with good AI. They'll replace you with bad AI.|https://dev.to/adioof/your-company-wont-replace-you-with-good-ai-theyll-replace-you-with-bad-ai-5bpm,2026-05-28,complete
3691061,dev_to,developer_article,I gave Claude six months of our retros. It found three things I'd missed.,"There's a thing PMs do that nobody puts on a job description. Every couple of weeks, after a retro,...",mattlewandowski93,https://dev.to/mattlewandowski93/i-gave-claude-six-months-of-our-retros-it-found-three-things-id-missed-c1p,2026-05-18,67,13,"ai, mcp, productivity, agile",dev_to|I gave Claude six months of our retros. It found three things I'd missed.|https://dev.to/mattlewandowski93/i-gave-claude-six-months-of-our-retros-it-found-three-things-id-missed-c1p,2026-05-28,complete
3613934,dev_to,developer_article,[GCP Practice][BwAI] AI-Powered Development: Quickly Deploy a LINE Bot Cloud Backup Tool with Gemini CLI,"Background   In the upcoming Build With AI 2026 workshop, we're bringing a very practical...",evanlin,https://dev.to/gde/gcp-practicebwai-ai-powered-development-quickly-deploy-a-line-bot-cloud-backup-tool-with-4ghi,2026-05-07,23,1,"ai, gemini, googlecloud, tutorial",dev_to|[GCP Practice][BwAI] AI-Powered Development: Quickly Deploy a LINE Bot Cloud Backup Tool with Gemini CLI|https://dev.to/gde/gcp-practicebwai-ai-powered-development-quickly-deploy-a-line-bot-cloud-backup-tool-with-4ghi,2026-05-28,complete
3603637,dev_to,developer_article,🫡We'll Support You with All Our Might (AI Avatar v7: Pose Capture and More (VS Code and Chrome Extension)),Intro   AI Avatar is a completely free app that lets your VRoid (VRM) 3D avatar animate in...,webdeveloperhyper,https://dev.to/webdeveloperhyper/well-support-you-with-all-our-might-ai-avatar-v7-pose-capture-and-more-vs-code-and-chrome-3aab,2026-05-06,85,22,"ai, webdev, javascript, discuss",dev_to|🫡We'll Support You with All Our Might (AI Avatar v7: Pose Capture and More (VS Code and Chrome Extension))|https://dev.to/webdeveloperhyper/well-support-you-with-all-our-might-ai-avatar-v7-pose-capture-and-more-vs-code-and-chrome-3aab,2026-05-28,complete
3608799,dev_to,developer_article,"Managing 150+ AI Agent Skills at Scale — What Broke, What I Built",By Vilius Vystartas | May 2026  I run a lot of AI agents. Not chatbots — autonomous agents. Cron jobs...,vystartasv,https://dev.to/vystartasv/managing-150-ai-agent-skills-at-scale-what-broke-what-i-built-1e73,2026-05-04,40,6,"ai, python, opensource, sqlite","dev_to|Managing 150+ AI Agent Skills at Scale — What Broke, What I Built|https://dev.to/vystartasv/managing-150-ai-agent-skills-at-scale-what-broke-what-i-built-1e73",2026-05-28,complete
3621218,dev_to,developer_article,How to Stop AI Slop in Production: A Two-Layer Validator for LLM Output (2026),A user reached out to us this week. Their generated newsletter contained the word delve. Twice. This...,dumebii,https://dev.to/dumebii/how-to-stop-ai-slop-in-production-a-two-layer-validator-for-llm-output-2026-56fj,2026-05-06,25,3,"ai, webdev, javascript, typescript",dev_to|How to Stop AI Slop in Production: A Two-Layer Validator for LLM Output (2026)|https://dev.to/dumebii/how-to-stop-ai-slop-in-production-a-two-layer-validator-for-llm-output-2026-56fj,2026-05-28,complete
3512879,dev_to,developer_article,The missing layer in prompt engineering: thinking quality,I've seen countless prompting trends and prompt packs to use but most discussions around prompt...,javz,https://dev.to/javz/the-missing-layer-in-prompt-engineering-thinking-quality-2n3j,2026-05-11,118,54,"ai, softwareengineering, productivity, learning",dev_to|The missing layer in prompt engineering: thinking quality|https://dev.to/javz/the-missing-layer-in-prompt-engineering-thinking-quality-2n3j,2026-05-28,complete
3702170,dev_to,developer_article,AI isn't replacing junior devs. Your org chart is.,"Two contradicting takes on AI and junior developers aren't actually contradicting. One describes individual disposition, the other organizational design. The real risk is making pipeline decisions by accident.",dennistraub,https://dev.to/aws/ai-isnt-replacing-junior-devs-your-org-chart-is-1edp,2026-05-19,52,13,"ai, software, career, leadership",dev_to|AI isn't replacing junior devs. Your org chart is.|https://dev.to/aws/ai-isnt-replacing-junior-devs-your-org-chart-is-1edp,2026-05-28,complete
1202106670,github,developer_repo,chetparker/x402-marketplace,Discover and list paid APIs for AI agents. Powered by x402 protocol + MCP. Agents pay per-request with USDC — no API keys needed.,chetparker,https://github.com/chetparker/x402-marketplace,2026-05-28,0,0,JavaScript,github|chetparker/x402-marketplace|https://github.com/chetparker/x402-marketplace,2026-05-28,complete
1248607027,github,developer_repo,deepak04iiitn/Agentic-AI-Learning,,deepak04iiitn,https://github.com/deepak04iiitn/Agentic-AI-Learning,2026-05-28,0,0,Jupyter Notebook,github|deepak04iiitn/Agentic-AI-Learning|https://github.com/deepak04iiitn/Agentic-AI-Learning,2026-05-28,complete
1249570183,github,developer_repo,merolaagi/helpcode,A local agent that makes Claude.ai conversations efficient enough to ship real projects on a Pro subscription.,merolaagi,https://github.com/merolaagi/helpcode,2026-05-28,0,0,TypeScript,github|merolaagi/helpcode|https://github.com/merolaagi/helpcode,2026-05-28,complete
1251773438,github,developer_repo,Everymans-ai/modelfusion-hermes-skill,Hermes Agent skill that calls the ModelFusion fusion API.,Everymans-ai,https://github.com/Everymans-ai/modelfusion-hermes-skill,2026-05-28,0,0,TypeScript,github|Everymans-ai/modelfusion-hermes-skill|https://github.com/Everymans-ai/modelfusion-hermes-skill,2026-05-28,complete
1244947425,github,developer_repo,greetingromansoldier/agora-perp-agent,AI agent trading engine for Agora Agents Hackathon,greetingromansoldier,https://github.com/greetingromansoldier/agora-perp-agent,2026-05-28,1,0,Python,github|greetingromansoldier/agora-perp-agent|https://github.com/greetingromansoldier/agora-perp-agent,2026-05-28,complete
1187624498,github,developer_repo,mblua/AgentsCommander,"Terminal session manager for AI coding agents. Decoupled sidebar + terminal windows, real PTY, idle detection, Telegram bridge. Built with Tauri + Rust + SolidJS.",mblua,https://github.com/mblua/AgentsCommander,2026-05-28,6,0,Rust,github|mblua/AgentsCommander|https://github.com/mblua/AgentsCommander,2026-05-28,complete
1161617944,github,developer_repo,EtanHey/brainlayer,"Persistent memory MCP for AI agents — SQLite, knowledge graph, 12 tools with ToolAnnotations",EtanHey,https://github.com/EtanHey/brainlayer,2026-05-28,14,0,Python,github|EtanHey/brainlayer|https://github.com/EtanHey/brainlayer,2026-05-28,complete
1224098598,github,developer_repo,generalbusiness-ai/woah,World of Agents and Humans,generalbusiness-ai,https://github.com/generalbusiness-ai/woah,2026-05-28,7,0,TypeScript,github|generalbusiness-ai/woah|https://github.com/generalbusiness-ai/woah,2026-05-28,complete
1240095224,github,developer_repo,guyinwonder168/clipper-agency,"AI-powered TikTok content factory — 7 autonomous agents, one command",guyinwonder168,https://github.com/guyinwonder168/clipper-agency,2026-05-28,0,0,Python,github|guyinwonder168/clipper-agency|https://github.com/guyinwonder168/clipper-agency,2026-05-28,complete
1163618489,github,developer_repo,pitgian/quant-options-agent,AI-powered options analysis agent with Netlify deployment,pitgian,https://github.com/pitgian/quant-options-agent,2026-05-28,0,0,TypeScript,github|pitgian/quant-options-agent|https://github.com/pitgian/quant-options-agent,2026-05-28,complete
1095675490,github,developer_repo,Pitchstripmining915/Edu-Mutil-Agent,"🤖 Transform education with EduAgent, an AI-powered platform for intelligent homework grading, knowledge graph building, and smart Q&A services.",Pitchstripmining915,https://github.com/Pitchstripmining915/Edu-Mutil-Agent,2026-05-28,6,0,Python,github|Pitchstripmining915/Edu-Mutil-Agent|https://github.com/Pitchstripmining915/Edu-Mutil-Agent,2026-05-28,complete
1160985975,github,developer_repo,alexradunet/nazar-studio,"Personal User-Centric Immutable OS Based on NixOS and Pi.Dev AI Agent, where the agent is a first class citizen of the OS, and also dictates the UX experience",alexradunet,https://github.com/alexradunet/nazar-studio,2026-05-28,9,0,TypeScript,github|alexradunet/nazar-studio|https://github.com/alexradunet/nazar-studio,2026-05-28,complete
1249549886,github,developer_repo,j2brenta/tl-agent,AI agent to run through tech lead's daily workflow on monitoring projects,j2brenta,https://github.com/j2brenta/tl-agent,2026-05-28,0,0,Python,github|j2brenta/tl-agent|https://github.com/j2brenta/tl-agent,2026-05-28,complete
1228130702,github,developer_repo,statewright/statewright,State machine guardrails for AI agents,statewright,https://github.com/statewright/statewright,2026-05-28,371,0,Rust,github|statewright/statewright|https://github.com/statewright/statewright,2026-05-28,complete
1220663672,github,developer_repo,bigmanBass666/jason-skill-hub,AI Agent 技能托管平台 | 24+ 技能文件，支持 URL 自动索引与调用,bigmanBass666,https://github.com/bigmanBass666/jason-skill-hub,2026-05-28,0,0,HTML,github|bigmanBass666/jason-skill-hub|https://github.com/bigmanBass666/jason-skill-hub,2026-05-28,complete
1245282071,github,developer_repo,tyleranderton1016/Agentic-AI-Implementation,Agentic AI Implementation Assignments,tyleranderton1016,https://github.com/tyleranderton1016/Agentic-AI-Implementation,2026-05-28,0,0,,github|tyleranderton1016/Agentic-AI-Implementation|https://github.com/tyleranderton1016/Agentic-AI-Implementation,2026-05-28,complete
1231388525,github,developer_repo,mizcausevic-dev/mizcausevic-dev,"Two decades leading enterprise web platforms and digital ecosystems. Hands-on technical capability, AI curiosity, builder/operator mentality. I bridge the gap between complex enterprise data and the GenAI agents that consume it, ensuring brand integrity, security, and market dominance in the post-search era. ",mizcausevic-dev,https://github.com/mizcausevic-dev/mizcausevic-dev,2026-05-28,0,0,,github|mizcausevic-dev/mizcausevic-dev|https://github.com/mizcausevic-dev/mizcausevic-dev,2026-05-28,complete
1154055070,github,developer_repo,zcanann/SFA-Decomp,Experimental AI Agent Driven Decomp of Star Fox Adventures.,zcanann,https://github.com/zcanann/SFA-Decomp,2026-05-28,12,0,C,github|zcanann/SFA-Decomp|https://github.com/zcanann/SFA-Decomp,2026-05-28,complete
1240393483,github,developer_repo,ClankerNation/OpenAgents,Decentralized AI Agent Orchestration Protocol — see CONTRIBUTING.md. ,ClankerNation,https://github.com/ClankerNation/OpenAgents,2026-05-28,75,0,Solidity,github|ClankerNation/OpenAgents|https://github.com/ClankerNation/OpenAgents,2026-05-28,complete
1120456639,github,developer_repo,hyperb1iss/sibyl,Collective intelligence runtime for AI agents. Knowledge graph + persistent memory.,hyperb1iss,https://github.com/hyperb1iss/sibyl,2026-05-28,31,0,Python,github|hyperb1iss/sibyl|https://github.com/hyperb1iss/sibyl,2026-05-28,complete
1203777920,github,developer_repo,xbtlin/ai-berkshire,AI 时代的伯克希尔：基于 Claude Code 的价值投资研究框架。巴菲特·芒格·段永平·李录四大师方法论 + 多Agent并行研究。,xbtlin,https://github.com/xbtlin/ai-berkshire,2026-05-28,28,0,Python,github|xbtlin/ai-berkshire|https://github.com/xbtlin/ai-berkshire,2026-05-28,complete
1213638249,github,developer_repo,lukitun/colony-status,Colony agent live status feed. Consumed by colony-ai.org/status/.,lukitun,https://github.com/lukitun/colony-status,2026-05-28,0,0,,github|lukitun/colony-status|https://github.com/lukitun/colony-status,2026-05-28,complete
1252080460,github,developer_repo,prassu02/multi-agent-ai-platform,,prassu02,https://github.com/prassu02/multi-agent-ai-platform,2026-05-28,0,0,Python,github|prassu02/multi-agent-ai-platform|https://github.com/prassu02/multi-agent-ai-platform,2026-05-28,complete
1230038853,github,developer_repo,AuthourAkson/AI_Vtuber_Agenty,,AuthourAkson,https://github.com/AuthourAkson/AI_Vtuber_Agenty,2026-05-28,0,0,JavaScript,github|AuthourAkson/AI_Vtuber_Agenty|https://github.com/AuthourAkson/AI_Vtuber_Agenty,2026-05-28,complete
1238984440,github,developer_repo,PetrovC/ai-agent-kit,,PetrovC,https://github.com/PetrovC/ai-agent-kit,2026-05-28,0,0,Shell,github|PetrovC/ai-agent-kit|https://github.com/PetrovC/ai-agent-kit,2026-05-28,complete
