record_id,source,type,rule_id,wcag_criterion,conformance_level,title,description,help_url,tags,url,published_date,collected_at,quality
axe_heading-order,axe-core,rule,heading-order,1.3.1,A,Heading levels should only increase by one,Ensures the order of headings is semantically correct,https://dequeuniversity.com/rules/axe/4.9/heading-order,wcag2a wcag131 cat.semantics,https://dequeuniversity.com/rules/axe/4.9/heading-order,,2026-05-22,complete
wcag_1.1.1,w3c-wcag,success_criterion,,1.1.1,A,Non-text Content,"All non-text content that is presented to the user has a text alternative that serves the equivalent purpose, except for certain situations.",https://www.w3.org/WAI/WCAG21/Understanding/non-text-content,,2026-05-22,complete
wcag_1.2.1,w3c-wcag,success_criterion,,1.2.1,A,Audio-only and Video-only (Prerecorded),"For prerecorded audio-only and prerecorded video-only media, the following are true, except when the audio or video is a media alternative for text.",https://www.w3.org/WAI/WCAG21/Understanding/audio-only-and-video-only-prerecorded,,2026-05-22,complete
wcag_1.2.2,w3c-wcag,success_criterion,,1.2.2,A,Captions (Prerecorded),"Captions are provided for all prerecorded audio content in synchronized media, except when the media is a media alternative for text.",https://www.w3.org/WAI/WCAG21/Understanding/captions-prerecorded,,2026-05-22,complete
wcag_1.2.3,w3c-wcag,success_criterion,,1.2.3,A,Audio Description or Media Alternative (Prerecorded),"An alternative for time-based media or audio description of the prerecorded video content is provided for synchronized media, except when the media is a media alternative for text.",https://www.w3.org/WAI/WCAG21/Understanding/audio-description-or-media-alternative-prerecorded,,2026-05-22,complete
wcag_1.2.4,w3c-wcag,success_criterion,,1.2.4,AA,Captions (Live),Captions are provided for all live audio content in synchronized media.,https://www.w3.org/WAI/WCAG21/Understanding/captions-live,,2026-05-22,complete
wcag_1.2.5,w3c-wcag,success_criterion,,1.2.5,AA,Audio Description (Prerecorded),Audio description is provided for all prerecorded video content in synchronized media.,https://www.w3.org/WAI/WCAG21/Understanding/audio-description-prerecorded,,2026-05-22,complete
wcag_1.2.6,w3c-wcag,success_criterion,,1.2.6,AAA,Sign Language (Prerecorded),Sign language interpretation is provided for all prerecorded audio content in synchronized media.,https://www.w3.org/WAI/WCAG21/Understanding/sign-language-prerecorded,,2026-05-22,complete
wcag_1.2.7,w3c-wcag,success_criterion,,1.2.7,AAA,Extended Audio Description (Prerecorded),"Where pauses in foreground audio are insufficient to allow audio descriptions to convey the sense of the video, extended audio description is provided for all prerecorded video content in synchronized media.",https://www.w3.org/WAI/WCAG21/Understanding/extended-audio-description-prerecorded,,2026-05-22,complete
wcag_1.2.8,w3c-wcag,success_criterion,,1.2.8,AAA,Media Alternative (Prerecorded),An alternative for time-based media is provided for all prerecorded synchronized media and for all prerecorded video-only media.,https://www.w3.org/WAI/WCAG21/Understanding/media-alternative-prerecorded,,2026-05-22,complete
wcag_1.2.9,w3c-wcag,success_criterion,,1.2.9,AAA,Audio-only (Live),An alternative for time-based media that presents equivalent information for live audio-only content is provided.,https://www.w3.org/WAI/WCAG21/Understanding/audio-only-live,,2026-05-22,complete
wcag_1.3.1,w3c-wcag,success_criterion,,1.3.1,A,Info and Relationships,"Information, structure, and relationships conveyed through presentation can be programmatically determined or are available in text.",https://www.w3.org/WAI/WCAG21/Understanding/info-and-relationships,,2026-05-22,complete
wcag_1.3.2,w3c-wcag,success_criterion,,1.3.2,A,Meaningful Sequence,"If the sequence in which content is presented affects its meaning, a correct reading sequence can be programmatically determined.",https://www.w3.org/WAI/WCAG21/Understanding/meaningful-sequence,,2026-05-22,complete
wcag_1.3.3,w3c-wcag,success_criterion,,1.3.3,A,Sensory Characteristics,"Instructions provided for understanding and operating content do not rely solely on sensory characteristics of components such as shape, color, size, visual location, orientation, or sound.",https://www.w3.org/WAI/WCAG21/Understanding/sensory-characteristics,,2026-05-22,complete
wcag_1.3.4,w3c-wcag,success_criterion,,1.3.4,AA,Orientation,"Content does not restrict its view and operation to a single display orientation, such as portrait or landscape, unless a specific display orientation is essential.",https://www.w3.org/WAI/WCAG21/Understanding/orientation,,2026-05-22,complete
wcag_1.3.5,w3c-wcag,success_criterion,,1.3.5,AA,Identify Input Purpose,"The purpose of each input field collecting information about the user can be programmatically determined when the input field serves a purpose identified in the Input Purposes for User Interface Components section.",https://www.w3.org/WAI/WCAG21/Understanding/identify-input-purpose,,2026-05-22,complete
wcag_1.3.6,w3c-wcag,success_criterion,,1.3.6,AAA,Identify Purpose,"In content implemented using markup languages, the purpose of User Interface Components, icons, and regions can be programmatically determined.",https://www.w3.org/WAI/WCAG21/Understanding/identify-purpose,,2026-05-22,complete
wcag_1.4.1,w3c-wcag,success_criterion,,1.4.1,A,Use of Color,Color is not used as the only visual means of conveying information indicating an action prompting a response or distinguishing a visual element.,https://www.w3.org/WAI/WCAG21/Understanding/use-of-color,,2026-05-22,complete
wcag_1.4.2,w3c-wcag,success_criterion,,1.4.2,A,Audio Control,If any audio on a Web page plays automatically for more than 3 seconds either a mechanism is available to pause or stop the audio or a mechanism is available to control audio volume independently from the overall system volume level.,https://www.w3.org/WAI/WCAG21/Understanding/audio-control,,2026-05-22,complete
wcag_1.4.3,w3c-wcag,success_criterion,,1.4.3,AA,Contrast (Minimum),The visual presentation of text and images of text has a contrast ratio of at least 4.5:1 except for large text incidental text and logotypes.,https://www.w3.org/WAI/WCAG21/Understanding/contrast-minimum,,2026-05-22,complete
wcag_1.4.4,w3c-wcag,success_criterion,,1.4.4,AA,Resize Text,"Except for captions and images of text, text can be resized without assistive technology up to 200 percent without loss of content or functionality.",https://www.w3.org/WAI/WCAG21/Understanding/resize-text,,2026-05-22,complete
wcag_1.4.5,w3c-wcag,success_criterion,,1.4.5,AA,Images of Text,"If the technologies being used can achieve the visual presentation, text is used to convey information rather than images of text except for customizable and essential cases.",https://www.w3.org/WAI/WCAG21/Understanding/images-of-text,,2026-05-22,complete
wcag_1.4.6,w3c-wcag,success_criterion,,1.4.6,AAA,Contrast (Enhanced),The visual presentation of text and images of text has a contrast ratio of at least 7:1 except for large text incidental text and logotypes.,https://www.w3.org/WAI/WCAG21/Understanding/contrast-enhanced,,2026-05-22,complete
wcag_1.4.7,w3c-wcag,success_criterion,,1.4.7,AAA,Low or No Background Audio,"For prerecorded audio-only content that contains primarily speech in the foreground, is not an audio CAPTCHA or audio logo, and is not vocalization intended to be primarily musical expression such as singing or rapping, at least one of the following is true.",https://www.w3.org/WAI/WCAG21/Understanding/low-or-no-background-audio,,2026-05-22,complete
wcag_1.4.8,w3c-wcag,success_criterion,,1.4.8,AAA,Visual Presentation,For the visual presentation of blocks of text a mechanism is available to achieve certain visual presentation characteristics.,https://www.w3.org/WAI/WCAG21/Understanding/visual-presentation,,2026-05-22,complete
wcag_1.4.9,w3c-wcag,success_criterion,,1.4.9,AAA,Images of Text (No Exception),Images of text are only used for pure decoration or where a particular presentation of text is essential to the information being conveyed.,https://www.w3.org/WAI/WCAG21/Understanding/images-of-text-no-exception,,2026-05-22,complete
wcag_1.4.10,w3c-wcag,success_criterion,,1.4.10,AA,Reflow,"Content can be presented without loss of information or functionality, and without requiring scrolling in two dimensions for vertical scrolling content at a width equivalent to 320 CSS pixels.",https://www.w3.org/WAI/WCAG21/Understanding/reflow,,2026-05-22,complete
wcag_1.4.11,w3c-wcag,success_criterion,,1.4.11,AA,Non-text Contrast,"The visual presentation of user interface components and graphical objects has a contrast ratio of at least 3:1 against adjacent color(s), except for inactive components or where the appearance of the component is determined by the user agent and not modified by the author.",https://www.w3.org/WAI/WCAG21/Understanding/non-text-contrast,,2026-05-22,complete
wcag_1.4.12,w3c-wcag,success_criterion,,1.4.12,AA,Text Spacing,"In content implemented using markup languages, no loss of content or functionality occurs by setting letter spacing line height and spacing after paragraphs to specified values.",https://www.w3.org/WAI/WCAG21/Understanding/text-spacing,,2026-05-22,complete
wcag_1.4.13,w3c-wcag,success_criterion,,1.4.13,AA,Content on Hover or Focus,"Where receiving and then removing pointer hover or keyboard focus triggers additional content to become visible and then hidden, the following are true.",https://www.w3.org/WAI/WCAG21/Understanding/content-on-hover-or-focus,,2026-05-22,complete
wcag_2.1.1,w3c-wcag,success_criterion,,2.1.1,A,Keyboard,"All functionality of the content is operable through a keyboard interface without requiring specific timings for individual keystrokes, except where the underlying function requires input that depends on the path of the user's movement and not just the endpoints.",https://www.w3.org/WAI/WCAG21/Understanding/keyboard,,2026-05-22,complete
wcag_2.1.2,w3c-wcag,success_criterion,,2.1.2,A,No Keyboard Trap,"If keyboard focus can be moved to a component of the page using a keyboard interface, then focus can be moved away from that component using only a keyboard interface.",https://www.w3.org/WAI/WCAG21/Understanding/no-keyboard-trap,,2026-05-22,complete
wcag_2.1.3,w3c-wcag,success_criterion,,2.1.3,AAA,Keyboard (No Exception),All functionality of the content is operable through a keyboard interface without requiring specific timings for individual keystrokes.,https://www.w3.org/WAI/WCAG21/Understanding/keyboard-no-exception,,2026-05-22,complete
wcag_2.1.4,w3c-wcag,success_criterion,,2.1.4,A,Character Key Shortcuts,"If a keyboard shortcut is implemented in content using only letter (including upper and lower-case letters), punctuation, number, or symbol characters, then at least one of the following is true.",https://www.w3.org/WAI/WCAG21/Understanding/character-key-shortcuts,,2026-05-22,complete
wcag_2.2.1,w3c-wcag,success_criterion,,2.2.1,A,Timing Adjustable,"For each time limit that is set by the content, at least one of the following is true.",https://www.w3.org/WAI/WCAG21/Understanding/timing-adjustable,,2026-05-22,complete
wcag_2.2.2,w3c-wcag,success_criterion,,2.2.2,A,Pause Stop Hide,"For moving, blinking, scrolling, or auto-updating information, all of the following are true.",https://www.w3.org/WAI/WCAG21/Understanding/pause-stop-hide,,2026-05-22,complete
wcag_2.2.3,w3c-wcag,success_criterion,,2.2.3,AAA,No Timing,Timing is not an essential part of the event or activity presented by the content except for non-interactive synchronized media and real-time events.,https://www.w3.org/WAI/WCAG21/Understanding/no-timing,,2026-05-22,complete
wcag_2.2.4,w3c-wcag,success_criterion,,2.2.4,AAA,Interruptions,Interruptions can be postponed or suppressed by the user except interruptions involving an emergency.,https://www.w3.org/WAI/WCAG21/Understanding/interruptions,,2026-05-22,complete
wcag_2.2.5,w3c-wcag,success_criterion,,2.2.5,AAA,Re-authenticating,"When an authenticated session expires, the user can continue the activity without loss of data after re-authenticating.",https://www.w3.org/WAI/WCAG21/Understanding/re-authenticating,,2026-05-22,complete
wcag_2.2.6,w3c-wcag,success_criterion,,2.2.6,AAA,Timeouts,"Users are warned of the duration of any user inactivity that could cause data loss, unless the data is preserved for more than 20 hours when the user does not take any actions.",https://www.w3.org/WAI/WCAG21/Understanding/timeouts,,2026-05-22,complete
wcag_2.3.1,w3c-wcag,success_criterion,,2.3.1,A,Three Flashes or Below Threshold,Web pages do not contain anything that flashes more than three times in any one second period or the flash is below the general flash and red flash thresholds.,https://www.w3.org/WAI/WCAG21/Understanding/three-flashes-or-below-threshold,,2026-05-22,complete
wcag_2.3.2,w3c-wcag,success_criterion,,2.3.2,AAA,Three Flashes,Web pages do not contain anything that flashes more than three times in any one second period.,https://www.w3.org/WAI/WCAG21/Understanding/three-flashes,,2026-05-22,complete
wcag_2.3.3,w3c-wcag,success_criterion,,2.3.3,AAA,Animation from Interactions,Motion animation triggered by interaction can be disabled unless the animation is essential to the functionality or the information being conveyed.,https://www.w3.org/WAI/WCAG21/Understanding/animation-from-interactions,,2026-05-22,complete
wcag_2.4.1,w3c-wcag,success_criterion,,2.4.1,A,Bypass Blocks,A mechanism is available to bypass blocks of content that are repeated on multiple Web pages.,https://www.w3.org/WAI/WCAG21/Understanding/bypass-blocks,,2026-05-22,complete
wcag_2.4.2,w3c-wcag,success_criterion,,2.4.2,A,Page Titled,Web pages have titles that describe topic or purpose.,https://www.w3.org/WAI/WCAG21/Understanding/page-titled,,2026-05-22,complete
wcag_2.4.3,w3c-wcag,success_criterion,,2.4.3,A,Focus Order,"If a Web page can be navigated sequentially and the navigation sequences affect meaning or operation, focusable components receive focus in an order that preserves meaning and operability.",https://www.w3.org/WAI/WCAG21/Understanding/focus-order,,2026-05-22,complete
wcag_2.4.4,w3c-wcag,success_criterion,,2.4.4,A,Link Purpose (In Context),"The purpose of each link can be determined from the link text alone or from the link text together with its programmatically determined link context, except where the purpose of the link would be ambiguous to users in general.",https://www.w3.org/WAI/WCAG21/Understanding/link-purpose-in-context,,2026-05-22,complete
wcag_2.4.5,w3c-wcag,success_criterion,,2.4.5,AA,Multiple Ways,More than one way is available to locate a Web page within a set of Web pages except where the Web Page is the result of or a step in a process.,https://www.w3.org/WAI/WCAG21/Understanding/multiple-ways,,2026-05-22,complete
wcag_2.4.6,w3c-wcag,success_criterion,,2.4.6,AA,Headings and Labels,Headings and labels describe topic or purpose.,https://www.w3.org/WAI/WCAG21/Understanding/headings-and-labels,,2026-05-22,complete
wcag_2.4.7,w3c-wcag,success_criterion,,2.4.7,AA,Focus Visible,Any keyboard operable user interface has a mode of operation where the keyboard focus indicator is visible.,https://www.w3.org/WAI/WCAG21/Understanding/focus-visible,,2026-05-22,complete
wcag_2.4.8,w3c-wcag,success_criterion,,2.4.8,AAA,Location,Information about the user's location within a set of Web pages is available.,https://www.w3.org/WAI/WCAG21/Understanding/location,,2026-05-22,complete
wcag_2.4.9,w3c-wcag,success_criterion,,2.4.9,AAA,Link Purpose (Link Only),"A mechanism is available to allow the purpose of each link to be identified from link text alone, except where the purpose of the link would be ambiguous to users in general.",https://www.w3.org/WAI/WCAG21/Understanding/link-purpose-link-only,,2026-05-22,complete
wcag_2.4.10,w3c-wcag,success_criterion,,2.4.10,AAA,Section Headings,Section headings are used to organize the content.,https://www.w3.org/WAI/WCAG21/Understanding/section-headings,,2026-05-22,complete
wcag_2.5.1,w3c-wcag,success_criterion,,2.5.1,A,Pointer Gestures,"All functionality that uses multipoint or path-based gestures for operation can be operated with a single pointer without a path-based gesture, unless a multipoint or path-based gesture is essential.",https://www.w3.org/WAI/WCAG21/Understanding/pointer-gestures,,2026-05-22,complete
wcag_2.5.2,w3c-wcag,success_criterion,,2.5.2,A,Pointer Cancellation,"For functionality that can be operated using a single pointer, at least one of the following is true.",https://www.w3.org/WAI/WCAG21/Understanding/pointer-cancellation,,2026-05-22,complete
wcag_2.5.3,w3c-wcag,success_criterion,,2.5.3,A,Label in Name,"For user interface components with labels that include text or images of text, the name contains the text that is presented visually.",https://www.w3.org/WAI/WCAG21/Understanding/label-in-name,,2026-05-22,complete
wcag_2.5.4,w3c-wcag,success_criterion,,2.5.4,A,Motion Actuation,Functionality that can be operated by device motion or user motion can also be operated by user interface components and responding to the motion can be disabled to prevent accidental actuation.,https://www.w3.org/WAI/WCAG21/Understanding/motion-actuation,,2026-05-22,complete
wcag_2.5.5,w3c-wcag,success_criterion,,2.5.5,AAA,Target Size,The size of the target for pointer inputs is at least 44 by 44 CSS pixels.,https://www.w3.org/WAI/WCAG21/Understanding/target-size,,2026-05-22,complete
wcag_2.5.6,w3c-wcag,success_criterion,,2.5.6,AAA,Concurrent Input Mechanisms,Web content does not restrict use of input modalities available on a platform except where the restriction is essential.,https://www.w3.org/WAI/WCAG21/Understanding/concurrent-input-mechanisms,,2026-05-22,complete
wcag_3.1.1,w3c-wcag,success_criterion,,3.1.1,A,Language of Page,The default human language of each Web page can be programmatically determined.,https://www.w3.org/WAI/WCAG21/Understanding/language-of-page,,2026-05-22,complete
wcag_3.1.2,w3c-wcag,success_criterion,,3.1.2,AA,Language of Parts,"The human language of each passage or phrase in the content can be programmatically determined except for proper names, technical terms, words of indeterminate language, and words or phrases that have become part of the vernacular of the immediately surrounding text.",https://www.w3.org/WAI/WCAG21/Understanding/language-of-parts,,2026-05-22,complete
wcag_3.1.3,w3c-wcag,success_criterion,,3.1.3,AAA,Unusual Words,A mechanism is available for identifying specific definitions of words or phrases used in an unusual or restricted way including idioms and jargon.,https://www.w3.org/WAI/WCAG21/Understanding/unusual-words,,2026-05-22,complete
wcag_3.1.4,w3c-wcag,success_criterion,,3.1.4,AAA,Abbreviations,A mechanism for identifying the expanded form or meaning of abbreviations is available.,https://www.w3.org/WAI/WCAG21/Understanding/abbreviations,,2026-05-22,complete
wcag_3.1.5,w3c-wcag,success_criterion,,3.1.5,AAA,Reading Level,"When text requires reading ability more advanced than the lower secondary education level after removal of proper names and titles, supplemental content, or a version that does not require reading ability more advanced than the lower secondary education level, is available.",https://www.w3.org/WAI/WCAG21/Understanding/reading-level,,2026-05-22,complete
wcag_3.1.6,w3c-wcag,success_criterion,,3.1.6,AAA,Pronunciation,A mechanism is available for identifying the specific pronunciation of words where the meaning of the words in context is ambiguous without knowing the pronunciation.,https://www.w3.org/WAI/WCAG21/Understanding/pronunciation,,2026-05-22,complete
wcag_3.2.1,w3c-wcag,success_criterion,,3.2.1,A,On Focus,If any component receives focus it does not initiate a change of context.,https://www.w3.org/WAI/WCAG21/Understanding/on-focus,,2026-05-22,complete
wcag_3.2.2,w3c-wcag,success_criterion,,3.2.2,A,On Input,"Changing the setting of any user interface component does not automatically cause a change of context unless the user has been advised of the behavior before using the component.",https://www.w3.org/WAI/WCAG21/Understanding/on-input,,2026-05-22,complete
wcag_3.2.3,w3c-wcag,success_criterion,,3.2.3,AA,Consistent Navigation,"Navigational mechanisms that are repeated on multiple Web pages within a set of Web pages occur in the same relative order each time they are repeated, unless a change is initiated by the user.",https://www.w3.org/WAI/WCAG21/Understanding/consistent-navigation,,2026-05-22,complete
wcag_3.2.4,w3c-wcag,success_criterion,,3.2.4,AA,Consistent Identification,Components that have the same functionality within a set of Web pages are identified consistently.,https://www.w3.org/WAI/WCAG21/Understanding/consistent-identification,,2026-05-22,complete
wcag_3.2.5,w3c-wcag,success_criterion,,3.2.5,AAA,Change on Request,Changes of context are initiated only by user request or a mechanism is available to turn off such changes.,https://www.w3.org/WAI/WCAG21/Understanding/change-on-request,,2026-05-22,complete
wcag_3.3.1,w3c-wcag,success_criterion,,3.3.1,A,Error Identification,"If an input error is automatically detected, the item that is in error is identified and the error is described to the user in text.",https://www.w3.org/WAI/WCAG21/Understanding/error-identification,,2026-05-22,complete
wcag_3.3.2,w3c-wcag,success_criterion,,3.3.2,A,Labels or Instructions,Labels or instructions are provided when content requires user input.,https://www.w3.org/WAI/WCAG21/Understanding/labels-or-instructions,,2026-05-22,complete
wcag_3.3.3,w3c-wcag,success_criterion,,3.3.3,AA,Error Suggestion,"If an input error is automatically detected and suggestions for correction are known, then the suggestion is provided to the user, unless it would jeopardize the security or purpose of the content.",https://www.w3.org/WAI/WCAG21/Understanding/error-suggestion,,2026-05-22,complete
wcag_3.3.4,w3c-wcag,success_criterion,,3.3.4,AA,Error Prevention (Legal Financial Data),"For Web pages that cause legal commitments or financial transactions for the user to occur, that modify or delete user-controllable data in data storage systems, or that submit user test responses, at least one of the following is true.",https://www.w3.org/WAI/WCAG21/Understanding/error-prevention-legal-financial-data,,2026-05-22,complete
wcag_3.3.5,w3c-wcag,success_criterion,,3.3.5,AAA,Help,Context-sensitive help is available.,https://www.w3.org/WAI/WCAG21/Understanding/help,,2026-05-22,complete
wcag_3.3.6,w3c-wcag,success_criterion,,3.3.6,AAA,Error Prevention (All),"For Web pages that require the user to submit information, at least one of the following is true.",https://www.w3.org/WAI/WCAG21/Understanding/error-prevention-all,,2026-05-22,complete
wcag_4.1.1,w3c-wcag,success_criterion,,4.1.1,A,Parsing,"In content implemented using markup languages, elements have complete start and end tags, elements are nested according to their specifications, elements do not contain duplicate attributes, and any IDs are unique, except where the specifications allow these features.",https://www.w3.org/WAI/WCAG21/Understanding/parsing,,2026-05-22,complete
wcag_4.1.2,w3c-wcag,success_criterion,,4.1.2,A,Name Role Value,"For all user interface components (including but not limited to: form elements, links and components generated by scripts), the name and role can be programmatically determined; states, properties, and values that can be set by the user can be programmatically determined; and notification of changes to these items is available to user agents, including assistive technologies.",https://www.w3.org/WAI/WCAG21/Understanding/name-role-value,,2026-05-22,complete
wcag_4.1.3,w3c-wcag,success_criterion,,4.1.3,AA,Status Messages,"In content implemented using markup languages, status messages can be programmatically determined through role or properties such that they can be presented to the user by assistive technologies without receiving focus.",https://www.w3.org/WAI/WCAG21/Understanding/status-messages,,2026-05-22,complete
rss_webaim_20250312_the_webaim_million,webaim-blog,article,,,,"The WebAIM Million: 2025 Accessibility Report","WebAIM's annual analysis of the top 1 million home pages reveals the current state of web accessibility. 96.3% of home pages had detectable WCAG 2 failures. The most common were low color contrast (81%), missing alternative text (55%), empty links (48%), missing form labels (44%), and empty buttons (28%).",,accessibility industry-news,https://webaim.org/projects/million/,2025-03-12,2026-05-22,complete
rss_webaim_20250122_color_contrast,webaim-blog,article,,,,"Color Contrast: Why It Still Fails at Scale","Despite being the most well-known accessibility requirement, color contrast remains the top WCAG failure across the web. This analysis examines why teams keep shipping contrast violations and what automated tools catch vs miss.",,accessibility industry-news,https://webaim.org/blog/color-contrast-2025/,2025-01-22,2026-05-22,complete
rss_webaim_20250115_ada_lawsuits,webaim-blog,article,,,,"ADA Digital Accessibility Lawsuits: 2024 Year in Review","Digital accessibility lawsuits reached a new high in 2024. This report analyzes trends, most-sued industries, and what failure patterns drove the most litigation.",,accessibility industry-news,https://webaim.org/blog/ada-lawsuits-2024/,2025-01-15,2026-05-22,complete
rss_webaim_20250408_screen_reader_survey,webaim-blog,article,,,,"Screen Reader User Survey #10 Results","Results of WebAIM's tenth screen reader user survey. Covers screen reader usage trends, browser combinations, and most-reported barriers for screen reader users in 2025.",,accessibility industry-news,https://webaim.org/projects/screenreadersurvey10/,2025-04-08,2026-05-22,complete
rss_webaim_20241210_wcag22,webaim-blog,article,,,,"WCAG 2.2: What Changed and What It Means for Your Site","An overview of the new success criteria introduced in WCAG 2.2, how they differ from 2.1, and practical guidance for teams updating their compliance targets.",,accessibility industry-news,https://webaim.org/blog/wcag-2-2-changes/,2024-12-10,2026-05-22,complete
rss_webaim_20250220_forms,webaim-blog,article,,,,"Accessible Forms: The Most Common Mistakes in 2025","Forms remain one of the most failure-prone areas for web accessibility. This article covers the five most common form-related WCAG failures and how to fix each one.",,accessibility industry-news,https://webaim.org/blog/accessible-forms-2025/,2025-02-20,2026-05-22,complete
rss_a11y_20250208_aria_live,a11y-project,article,,,,"Understanding ARIA Live Regions","A practical guide to aria-live, aria-atomic, and aria-relevant. When to use live regions, which values to choose, and common mistakes that break screen reader announcements.",,accessibility industry-news,https://www.a11yproject.com/posts/aria-live/,2025-02-08,2026-05-22,complete
rss_a11y_20250401_screen_reader_testing,a11y-project,article,,,,"Testing with Real Screen Readers in 2025","How to set up and test with NVDA, JAWS, and VoiceOver. Covers the most important test cases, keyboard navigation patterns, and how automated tools compare to manual screen reader testing.",,accessibility industry-news,https://www.a11yproject.com/posts/screen-reader-testing-2025/,2025-04-01,2026-05-22,complete
rss_a11y_20250115_focus_management,a11y-project,article,,,,"Focus Management in Single-Page Applications","SPAs break the browser's natural focus management. This guide covers how to manage focus during route changes, modal dialogs, and dynamic content updates to maintain a usable keyboard experience.",,accessibility industry-news,https://www.a11yproject.com/posts/focus-management-spa/,2025-01-15,2026-05-22,complete
rss_a11y_20241115_color_contrast,a11y-project,article,,,,"Everything You Need to Know About Color Contrast","A comprehensive guide to WCAG 1.4.3 and 1.4.11. Covers contrast ratios, tools for checking contrast, common pitfalls with gradients and images, and how to handle edge cases.",,accessibility industry-news,https://www.a11yproject.com/posts/color-contrast/,2024-11-15,2026-05-22,complete
rss_a11y_20250310_automated_testing,a11y-project,article,,,,"How Much Can Automated Accessibility Testing Catch?","Automated tools like axe-core and Lighthouse catch about 30-40% of WCAG failures. This article explains what they catch, what they miss, and how to combine automated and manual testing for better coverage.",,accessibility industry-news,https://www.a11yproject.com/posts/automated-accessibility-testing/,2025-03-10,2026-05-22,complete
rss_webaim_20250505_cognitive,webaim-blog,article,,,,"Cognitive Accessibility: Beyond WCAG Technical Requirements","WCAG addresses some cognitive accessibility needs but not all. This article covers reading level, plain language, consistent navigation, and error prevention patterns that help users with cognitive disabilities.",,accessibility industry-news,https://webaim.org/blog/cognitive-accessibility-2025/,2025-05-05,2026-05-22,complete
rss_a11y_20241201_skip_links,a11y-project,article,,,,"Skip Navigation Links: Still Essential in 2024","Skip links remain one of the most effective keyboard accessibility improvements. This guide covers implementation, styling (visible vs hidden), and testing to ensure they actually work.",,accessibility industry-news,https://www.a11yproject.com/posts/skip-navigation-links/,2024-12-01,2026-05-22,complete
rss_webaim_20250418_pdfs,webaim-blog,article,,,,"PDF Accessibility: The Forgotten Compliance Gap","PDFs are one of the most inaccessible document formats in common use. This report covers the most common PDF accessibility failures and tools for remediation.",,accessibility industry-news,https://webaim.org/blog/pdf-accessibility-2025/,2025-04-18,2026-05-22,complete
rss_a11y_20250225_mobile,a11y-project,article,,,,"Mobile Accessibility Testing Checklist 2025","A practical checklist for testing mobile web accessibility on iOS and Android. Covers VoiceOver, TalkBack, touch target sizes, zoom behavior, and orientation lock testing.",,accessibility industry-news,https://www.a11yproject.com/posts/mobile-accessibility-checklist-2025/,2025-02-25,2026-05-22,complete
rss_webaim_nopub1_wcag_myths,webaim-blog,article,,,,"Five WCAG Myths That Won't Die","Common misconceptions about WCAG compliance — including the belief that automated audits equal compliance, that WCAG applies only to government sites, and that accessibility is expensive to retrofit.",,accessibility industry-news,https://webaim.org/blog/wcag-myths/,,2026-05-22,incomplete
rss_webaim_nopub2_overlays,webaim-blog,article,,,,"Accessibility Overlays: What the Research Says","An evidence-based review of accessibility overlay tools. Examines whether overlays improve WCAG compliance and presents user research on how disabled users experience overlay-equipped sites.",,accessibility industry-news,https://webaim.org/blog/accessibility-overlays-research/,,2026-05-22,incomplete
rss_a11y_nopub1_captions,a11y-project,article,,,,"Writing Good Captions for Video Content","Guidance on caption accuracy, timing, speaker identification, and sound descriptions. Covers WCAG 1.2.2 requirements and tools for generating and editing captions.",,accessibility industry-news,https://www.a11yproject.com/posts/writing-good-captions/,,2026-05-22,incomplete
rss_a11y_nopub2_design_tokens,a11y-project,article,,,,"Using Design Tokens for Accessible Color Systems","How to structure design tokens to ensure color contrast is maintained across themes, dark mode, and brand color updates. Covers Figma token setup and automated contrast checking in CI/CD.",,accessibility industry-news,https://www.a11yproject.com/posts/design-tokens-accessible-colors/,,2026-05-22,incomplete
